,stock_number,stock_id,stock_name,stock_pinyin,stock_abbr
5972,002975,sz002975,博杰股份,bojiegufen,bjgf
5973,603290,sh603290,斯达半导,sidabandao,sdbd
5974,688266,sh688266,泽璟制药,zejingzhiyao,zjzy
5975,688159,sh688159,有方科技,youfangkeji,yfkj
5976,300815,sz300815,玉禾田,yuhetian,yht
5977,688026,sh688026,洁特生物,jieteshengwu,jtsw
5978,688158,sh688158,优刻得,youkede,ykd
5979,688278,sh688278,特宝生物,tebaoshengwu,tbsw
5980,688100,sh688100,威胜信息,weishengxinxi,wsxx
5981,601816,sh601816,京沪高铁,jinghugaotie,jhgt
5982,300813,sz300813,泰林生物,tailinshengwu,tlsw
5983,688178,sh688178,万德斯,wandesi,wds
5984,603551,sh603551,奥普家居,aopujiaju,apjj
5985,002971,sz002971,和远气体,heyuanqiti,hyqt
5986,688181,sh688181,八亿时空,bayishikong,bysk
5987,300812,sz300812,易天股份,yitiangufen,ytgf
5988,002973,sz002973,侨银股份,qiaoyingufen,qygf
5989,688081,sh688081,兴图新科,xingtuxinke,xtxk
5990,300811,sz300811,铂科新材,bokexincai,bkxc
5991,688078,sh688078,龙软科技,longruankeji,lrkj
5992,603109,sh603109,神驰机电,shenchijidian,scjd
5993,002972,sz002972,科安达,keanda,kad
5994,688268,sh688268,华特气体,huateqiti,htqt
5995,688123,sh688123,聚辰股份,juchengufen,jcgf
5996,603995,sh603995,甬金股份,yongjingufen,yjgf
5997,601512,sh601512,中新集团,zhongxinjituan,zxjt
5998,688089,sh688089,嘉必优,jiabiyou,jby
5999,300807,sz300807,天迈科技,tianmaikeji,tmkj
6000,688037,sh688037,芯源微,xinyuanwei,xyw
6001,002970,sz002970,锐明技术,ruimingjishu,rmjs
6002,603053,sh603053,成都燃气,chengduranqi,cdrq
6003,688039,sh688039,当虹科技,danghongkeji,dhkj
6004,601658,sh601658,邮储银行,youchuyinhang,ycyh
6005,688218,sh688218,江苏北人,jiangsubeiren,jsbr
6006,688198,sh688198,佰仁医疗,bairenyiliao,bryl
6007,688258,sh688258,卓易信息,zhuoyixinxi,zyxx
6008,688399,sh688399,硕世生物,shuoshishengwu,sssw
6009,688357,sh688357,建龙微纳,jianlongweina,jlwn
6010,688118,sh688118,普元信息,puyuanxinxi,pyxx
6011,688358,sh688358,祥生医疗,xiangshengyiliao,xsyl
6012,300810,sz300810,中科海讯,zhongkehaixun,zkhx
6013,300809,sz300809,华辰装备,huachenzhuangbei,hczb
6014,688310,sh688310,迈得医疗,maideyiliao,mdyl
6015,002968,sz002968,新大正,xindazheng,xdz
6016,300808,sz300808,久量股份,jiulianggufen,jlgf
6017,300801,sz300801,泰和科技,taihekeji,thkj
6018,002969,sz002969,嘉美包装,jiameibaozhuang,jmbz
6019,300806,sz300806,斯迪克,sidike,sdk
6020,300805,sz300805,电声股份,dianshenggufen,dsgf
6021,688196,sh688196,卓越新能,zhuoyuexinneng,zyxn
6022,688138,sh688138,清溢光电,qingyiguangdian,qygd
6023,688111,sh688111,金山办公,jinshanbangong,jsbg
6024,688101,sh688101,三达膜,sandamo,sdm
6025,300803,sz300803,指南针,zhinanzhen,znz
6026,688300,sh688300,联瑞新材,lianruixincai,lrxc
6027,300802,sz300802,矩子科技,juzikeji,jzkj
6028,300564,sz300564,筑博设计,zhubosheji,zbsj
6029,002967,sz002967,广电计量,guangdianjiliang,gdjl
6030,688389,sh688389,普门科技,pumenkeji,pmkj
6031,688288,sh688288,鸿泉物联,hongquanwulian,hqwl
6032,688202,sh688202,美迪西,meidixi,mdx
6033,688166,sh688166,博瑞医药,boruiyiyao,bryy
6034,688128,sh688128,中国电研,zhongguodianyan,zgdy
6035,688023,sh688023,安恒信息,anhengxinxi,ahxx
6036,688021,sh688021,奥福环保,aofuhuanbao,afhb
6037,688363,sh688363,华熙生物,huaxishengwu,hxsw
6038,688299,sh688299,长阳科技,zhangyangkeji,zykj
6039,688199,sh688199,久日新材,jiurixincai,jrxc
6040,300800,sz300800,力合科技,lihekeji,lhkj
6041,688058,sh688058,宝兰德,baolande,bld
6042,688025,sh688025,杰普特,jiepute,jpt
6043,688369,sh688369,致远互联,zhiyuanhulian,zyhl
6044,688366,sh688366,昊海生科,haohaishengke,hhsk
6045,688108,sh688108,赛诺医疗,sainuoyiliao,snyl
6046,300799,sz300799,左江科技,zuojiangkeji,zjkj
6047,688139,sh688139,海尔生物,haiershengwu,hesw
6048,688098,sh688098,申联生物,shenlianshengwu,slsw
6049,688368,sh688368,晶丰明源,jingfengmingyuan,jfmy
6050,300817,sz300817,双飞股份,shuangfeigufen,sfgf
6051,688090,sh688090,瑞松科技,ruisongkeji,rskj
6052,603949,sh603949,雪龙集团,xuelongjituan,xljt
6053,300818,sz300818,耐普矿机,naipukuangji,npkj
6057,688177,sh688177,百奥泰,baiaotai,bat
6058,688169,sh688169,石头科技,shitoukeji,stkj
6059,688200,sh688200,华峰测控,huafengcekong,hfck
6060,688086,sh688086,紫晶存储,zijingcunchu,zjcc
6061,601696,sh601696,中银证券,zhongyinzhengquan,zyzq
6062,688396,sh688396,华润微,huarunwei,hrw
6063,688233,sh688233,神工股份,shengonggufen,sggf
6064,300819,sz300819,聚杰微纤,jujieweixian,jjwx
6065,300820,sz300820,英杰电气,yingjiedianqi,yjdq
6066,603659,sh603659,璞泰来,putailai,ptl
6067,300134,sz300134,大富科技,dafukeji,dfkj
6068,002082,sz002082,万邦德,wanbangde,wbd
6069,603948,sh603948,建业股份,jianyegufen,jygf
6071,002976,sz002976,瑞玛工业,ruimagongye,rmgy
6073,300822,sz300822,贝仕达克,beishidake,bsdk
6074,300821,sz300821,东岳硅材,dongyueguicai,dygc
6075,603353,sh603353,和顺石油,heshunshiyou,hssy
6076,688051,sh688051,佳华科技,jiahuakeji,jhkj
6077,300823,sz300823,建科机械,jiankejixie,jkjx
6078,603221,sh603221,爱丽家居,ailijiaju,aljj
6079,002977,sz002977,天箭科技,tianjiankeji,tjkj
6080,688228,sh688228,开普云,kaipuyun,kpy
6081,688189,sh688189,南新制药,nanxinzhiyao,nxzy
6082,300825,sz300825,阿尔特,aerte,aet
6083,002978,sz002978,安宁股份,anninggufen,angf
6091,688096,sh688096,京源环保,jingyuanhuanbao,jyhb
6092,688085,sh688085,三友医疗,sanyouyiliao,syyl
6093,002979,sz002979,雷赛智能,leisaizhineng,lszn
6098,300826,sz300826,测绘股份,cehuigufen,chgf
6099,688222,sh688222,成都先导,chengduxiandao,cdxd
6100,002980,sz002980,华盛昌,huashengchang,hsc
6102,603095,sh603095,越剑智能,yuejianzhineng,yjzn
6103,002981,sz002981,朝阳科技,zhaoyangkeji,zykj
6104,300827,sz300827,上能电气,shangnengdianqi,sndq
6106,300828,sz300828,锐新科技,ruixinkeji,rxkj
6107,688126,sh688126,沪硅产业,huguichanye,hgcy
6108,603682,sh603682,锦和商业,jinheshangye,jhsy
6109,300829,sz300829,金丹科技,jindankeji,jdkj
6110,601609,sh601609,金田铜业,jintiantongye,jtty
6111,603392,sh603392,万泰生物,wantaishengwu,wtsw
6112,002982,sz002982,湘佳股份,xiangjiagufen,xjgf
6113,688318,sh688318,财富趋势,caifuqushi,cfqs
6114,002985,sz002985,北摩高科,beimogaoke,bmgk
6115,002983,sz002983,芯瑞达,xinruida,xrd
6116,603439,sh603439,贵州三力,guizhousanli,gzsl
6117,688365,sh688365,光云科技,guangyunkeji,gykj
6118,300830,sz300830,金现代,jinxiandai,jxd
6119,603212,sh603212,赛伍技术,saiwujishu,swjs
6120,603950,sh603950,长源东谷,zhangyuandonggu,zydg
6121,688466,sh688466,金科环境,jinkehuanjing,jkhj
6122,002987,sz002987,京北方,jingbeifang,jbf
6123,300831,sz300831,派瑞股份,pairuigufen,prgf
6124,688588,sh688588,凌志软件,lingzhiruanjian,lzrj
6128,002986,sz002986,宇新股份,yuxingufen,yxgf
6130,300832,sz300832,新产业,xinchanye,xcy
6131,600918,sh600918,中泰证券,zhongtaizhengquan,ztzq
6132,688598,sh688598,金博股份,jinbogufen,jbgf
6133,002988,sz002988,豪美新材,haomeixincai,hmxc
6134,688566,sh688566,吉贝尔,jibeier,jbe
6135,601778,sh601778,晶科科技,jingkekeji,jkkj
6136,605168,sh605168,三人行,sanrenxing,srx
6139,300833,sz300833,浩洋股份,haoyanggufen,hygf
6140,605001,sh605001,威奥股份,weiaogufen,wagf
6141,688516,sh688516,奥特维,aotewei,atw
6142,002989,sz002989,中天精装,zhongtianjingzhuang,ztjz
6144,002990,sz002990,盛视科技,shengshikeji,sskj
6145,605166,sh605166,聚合顺,juheshun,jhs
6147,688360,sh688360,德马科技,demakeji,dmkj
6148,300835,sz300835,龙磁科技,longcikeji,lckj
6149,601827,sh601827,三峰环境,sanfenghuanjing,sfhj
6150,300836,sz300836,佰奥智能,baiaozhineng,bazn
6155,300838,sz300838,浙江力诺,zhejianglinuo,zjln
6156,300837,sz300837,浙矿股份,zhekuanggufen,zkgf
6157,605288,sh605288,凯迪股份,kaidigufen,kdgf
6158,688312,sh688312,燕麦科技,yanmaikeji,ymkj
6159,688157,sh688157,松井股份,songjinggufen,sjgf
6160,300839,sz300839,博汇股份,bohuigufen,bhgf
6162,688599,sh688599,天合光能,tianheguangneng,thgn
6164,300840,sz300840,酷特智能,kutezhineng,ktzn
6165,688004,sh688004,博汇科技,bohuikeji,bhkj
6166,688106,sh688106,金宏气体,jinhongqiti,jhqt
6167,688505,sh688505,复旦张江,fudanzhangjiang,fdzj
6168,688520,sh688520,神州细胞,shenzhouxibao,szxb
6169,688555,sh688555,泽达易盛,zedayisheng,zdys
6170,688518,sh688518,联赢激光,lianyingjiguang,lyjg
6171,300824,sz300824,北鼎股份,beidinggufen,bdgf
6172,300842,sz300842,帝科股份,dikegufen,dkgf
6174,600956,sh600956,新天绿能,xintianlvneng,xtln
6175,300841,sz300841,康华生物,kanghuashengwu,khsw
6178,603087,sh603087,甘李药业,ganliyaoye,glyy
6179,688558,sh688558,国盛智科,guoshengzhike,gszk
6180,688528,sh688528,秦川物联,qinchuanwulian,qcwl
6181,688600,sh688600,皖仪科技,wanyikeji,wykj
6182,300843,sz300843,胜蓝股份,shenglangufen,slgf
6183,300846,sz300846,首都在线,shouduzaixian,sdzx
6184,300845,sz300845,捷安高科,jieangaoke,jagk
6185,688277,sh688277,天智航,tianzhihang,tzh
6187,300848,sz300848,美瑞新材,meiruixincai,mrxc
6188,688377,sh688377,迪威尔,diweier,dwe
6189,300847,sz300847,中船汉光,zhongchuanhanguang,zchg
6190,688568,sh688568,中科星图,zhongkexingtu,zkxt
6191,688027,sh688027,国盾量子,guodunliangzi,gdlz
6192,300849,sz300849,锦盛新材,jinshengxincai,jsxc
6193,605199,sh605199,葫芦娃,huluwa,hlw
6194,605188,sh605188,国光连锁,guoguangliansuo,ggls
6195,688060,sh688060,云涌科技,yunyongkeji,yykj
6197,688165,sh688165,埃夫特,aifute,aft
6198,688180,sh688180,君实生物,junshishengwu,jssw
6199,300850,sz300850,新强联,xinqianglian,xql
6200,688309,sh688309,恒誉环保,hengyuhuanbao,hyhb
6202,688579,sh688579,山大地纬,shandadiwei,sddw
6203,688567,sh688567,孚能科技,funengkeji,fnkj
6204,605108,sh605108,同庆楼,tongqinglou,tql
6205,300851,sz300851,交大思诺,jiaodasinuo,jdsn
6206,300852,sz300852,四会富仕,sihuifushi,shfs
6209,688580,sh688580,伟思医疗,weisiyiliao,wsyl
6210,688256,sh688256,寒武纪,hanwuji,hwj
6211,688500,sh688500,慧辰股份,huichengufen,hcgf
6212,688488,sh688488,艾迪药业,aidiyaoye,adyy
6213,688981,sh688981,中芯国际,zhongxinguoji,zxgj
6214,688418,sh688418,震有科技,zhenyoukeji,zykj
6215,300856,sz300856,科思股份,kesigufen,ksgf
6216,688589,sh688589,力合微,lihewei,lhw
6217,688508,sh688508,芯朋微,xinpengwei,xpw
6218,688336,sh688336,三生国健,sanshengguojian,ssgj
6219,688077,sh688077,大地熊,dadixiong,ddx
6220,300853,sz300853,申昊科技,shenhaokeji,shkj
6221,300855,sz300855,图南股份,tunangufen,tngf
6224,605088,sh605088,冠盛股份,guanshenggufen,gsgf
6225,300857,sz300857,协创数据,xiechuangshuju,xcsj
6226,688069,sh688069,德林海,delinhai,dlh
6227,300858,sz300858,科拓生物,ketashengwu,ktsw
6228,688561,sh688561,奇安信,qianxin,qax
6229,605333,sh605333,沪光股份,huguanggufen,hggf
6231,605118,sh605118,力鼎光电,lidingguangdian,ldgd
6232,603408,sh603408,建霖家居,jianlinjiaju,jljj
6235,605318,sh605318,法狮龙,fashilong,fsl
6236,688050,sh688050,爱博医疗,aiboyiliao,abyl
6246,002992,sz002992,宝明科技,baomingkeji,bmkj
6247,688586,sh688586,江航装备,jianghangzhuangbei,jhzb
6248,688311,sh688311,盟升电子,mengshengdianzi,msdz
6249,002991,sz002991,甘源食品,ganyuanshipin,gysp
6250,605222,sh605222,起帆电缆,qifandianlan,qfdl
6251,601456,sh601456,国联证券,guolianzhengquan,glzq
6252,688338,sh688338,赛科希德,saikexide,skxd
6253,605399,sh605399,晨光新材,chenguangxincai,cgxc
6260,688556,sh688556,高测股份,gaocegufen,gcgf
6264,605158,sh605158,华达新材,huadaxincai,hdxc
6266,002995,sz002995,天地在线,tiandizaixian,tdzx
6268,688339,sh688339,亿华通,yihuatong,yht
6269,688286,sh688286,敏芯股份,minxingufen,mxgf
6270,605100,sh605100,华丰股份,huafenggufen,hfgf
6271,605066,sh605066,天正电气,tianzhengdianqi,tzdq
6272,688155,sh688155,先惠技术,xianhuijishu,xhjs
6273,002993,sz002993,奥海科技,aohaikeji,ahkj
6274,688313,sh688313,仕佳光子,shijiaguangzi,sjgz
6275,688185,sh688185,康希诺,kangxinuo,kxn
6276,605366,sh605366,宏柏新材,hongbaixincai,hbxc
6277,688065,sh688065,凯赛生物,kaisaishengwu,kssw
6278,688519,sh688519,南亚新材,nanyaxincai,nyxc
6279,688335,sh688335,复洁环保,fujiehuanbao,fjhb
6280,688229,sh688229,博睿数据,boruishuju,brsj
6281,300861,sz300861,美畅股份,meichanggufen,mcgf
6282,300860,sz300860,锋尚文化,fengshangwenhua,fswh
6283,688521,sh688521,芯原股份,xinyuangufen,xygf
6284,688055,sh688055,龙腾光电,longtengguangdian,ltgd
6285,605388,sh605388,均瑶健康,junyaojiankang,jyjk
6286,605003,sh605003,众望布艺,zhongwangbuyi,zwby
6287,300862,sz300862,蓝盾光电,landunguangdian,ldgd
6288,688379,sh688379,华光新材,huaguangxincai,hgxc
6289,603931,sh603931,格林达,gelinda,gld
6290,688596,sh688596,正帆科技,zhengfankeji,zfkj
6291,688393,sh688393,安必平,anbiping,abp
6292,300868,sz300868,杰美特,jiemeite,jmt
6293,300867,sz300867,圣元环保,shengyuanhuanbao,syhb
6294,300866,sz300866,安克创新,ankechuangxin,akcx
6295,300865,sz300865,大宏立,dahongli,dhl
6296,300863,sz300863,卡倍亿,kabeiyi,kby
6297,300869,sz300869,康泰医学,kangtaiyixue,ktyx
6298,300870,sz300870,欧陆通,oulutong,olt
6299,300864,sz300864,南大环境,nandahuanjing,ndhj
6300,605008,sh605008,长鸿高科,zhanghonggaoke,zhgk
6301,300871,sz300871,回盛生物,huishengshengwu,hssw
6302,688356,sh688356,键凯科技,jiankaikeji,jkkj
6303,605255,sh605255,天普股份,tianpugufen,tpgf
6304,605123,sh605123,派克新材,paikexincai,pkxc
6305,300876,sz300876,蒙泰高新,mengtaigaoxin,mtgx
6306,300873,sz300873,海晨股份,haichengufen,hcgf
6307,300872,sz300872,天阳科技,tianyangkeji,tykj
6308,300875,sz300875,捷强装备,jieqiangzhuangbei,jqzb
6309,300878,sz300878,维康药业,weikangyaoye,wkyy
6310,300877,sz300877,金春股份,jinchungufen,jcgf
6311,605178,sh605178,时空科技,shikongkeji,skkj
6314,002996,sz002996,顺博合金,shunbohejin,sbhj
6315,688408,sh688408,中信博,zhongxinbo,zxb
6316,688289,sh688289,圣湘生物,shengxiangshengwu,sxsw
6317,688215,sh688215,瑞晟智能,ruichengzhineng,rczn
6318,603155,sh603155,新亚强,xinyaqiang,xyq
6319,688569,sh688569,铁科轨道,tiekeguidao,tkgd
6320,688513,sh688513,苑东生物,yuandongshengwu,ydsw
6321,688017,sh688017,绿的谐波,lvdexiebo,ldxb
6322,605128,sh605128,上海沿浦,shanghaiyanpu,shyp
6323,688550,sh688550,瑞联新材,ruilianxincai,rlxc
6324,688056,sh688056,莱伯泰科,laibotaike,lbtk
6325,605006,sh605006,山东玻纤,shandongboxian,sdbx
6326,688378,sh688378,奥来德,aolaide,ald
6327,300881,sz300881,盛德鑫泰,shengdexintai,sdxt
6328,300880,sz300880,迦南智能,jiananzhineng,jnzn
6329,300879,sz300879,大叶股份,dayegufen,dygf
6331,002998,sz002998,优彩资源,youcaiziyuan,yczy
6332,688390,sh688390,固德威,gudewei,gdw
6333,300882,sz300882,万胜智能,wanshengzhineng,wszn
6334,688559,sh688559,海目星,haimuxing,hmx
6335,601702,sh601702,华峰铝业,huafenglvye,hfly
6336,002999,sz002999,天禾股份,tianhegufen,thgf
6337,002997,sz002997,瑞鹄模具,ruigumuju,rgmj
6338,002607,sz002607,中公教育,zhonggongjiaoyu,zgjy
6339,603565,sh603565,中谷物流,zhongguwuliu,zgwl
6340,688551,sh688551,科威尔,keweier,kwe
6341,688095,sh688095,福昕软件,fuxinruanjian,fxrj
6342,605009,sh605009,豪悦护理,haoyuehuli,hyhl
6343,300883,sz300883,龙利得,longlide,lld
6344,002984,sz002984,森麒麟,senqilin,sql
6345,003001,sz003001,中岩大地,zhongyandadi,zydd
6346,003000,sz003000,劲仔食品,jinzishipin,jzsp
6347,603112,sh603112,华翔股份,huaxianggufen,hxgf
6348,605358,sh605358,立昂微,liangwei,law
6349,300885,sz300885,海昌新材,haichangxincai,hcxc
6350,688577,sh688577,浙海德曼,zhehaideman,zhdm
6351,300886,sz300886,华业香料,huayexiangliao,hyxl
6352,688301,sh688301,奕瑞科技,yiruikeji,yrkj
6353,300889,sz300889,爱克股份,aikegufen,akgf
6354,300888,sz300888,稳健医疗,wenjianyiliao,wjyl
6355,300887,sz300887,谱尼测试,puniceshi,pncs
6356,300890,sz300890,翔丰华,xiangfenghua,xfh
6357,003002,sz003002,壶化股份,huhuagufen,hhgf
6358,003005,sz003005,竞业达,jingyeda,jyd
6359,688536,sh688536,思瑞浦,siruipu,srp
6360,003003,sz003003,天元股份,tianyuangufen,tygf
6361,300891,sz300891,惠云钛业,huiyuntaiye,hyty
6362,688156,sh688156,路德环境,ludehuanjing,ldhj
6363,688127,sh688127,蓝特光学,lanteguangxue,ltgx
6364,605116,sh605116,奥锐特,aoruite,art
6365,605050,sh605050,福然德,furande,frd
6366,300892,sz300892,品渥食品,pinwoshipin,pwsp
6367,003006,sz003006,百亚股份,baiyagufen,bygf
6368,605369,sh605369,拱东医疗,gongdongyiliao,gdyl
6369,688526,sh688526,科前生物,keqianshengwu,kqsw
6370,605198,sh605198,德利股份,deligufen,dlgf
6371,688595,sh688595,芯海科技,xinhaikeji,xhkj
6372,605111,sh605111,新洁能,xinjieneng,xjn
6373,300895,sz300895,铜牛信息,tongniuxinxi,tnxx
6374,300893,sz300893,松原股份,songyuangufen,sygf
6375,003009,sz003009,中天火箭,zhongtianhuojian,zthj
6376,688585,sh688585,上纬新材,shangweixincai,swxc
6377,688013,sh688013,天臣医疗,tianchenyiliao,tcyl
6378,605018,sh605018,长华股份,zhanghuagufen,zhgf
6379,300896,sz300896,爱美客,aimeike,amk
6380,605218,sh605218,伟时电子,weishidianzi,wsdz
6382,601187,sh601187,厦门银行,xiamenyinhang,xmyh
6383,003010,sz003010,若羽臣,ruoyuchen,ryc
6384,688093,sh688093,世华科技,shihuakeji,shkj
6385,605136,sh605136,丽人丽妆,lirenlizhuang,lrlz
6386,003008,sz003008,开普检测,kaipujiance,kpjc
6387,003007,sz003007,直真科技,zhizhenkeji,zzkj
6388,605099,sh605099,共创草坪,gongchuangcaoping,gccp
6391,300897,sz300897,山科智能,shankezhineng,skzn
6392,605336,sh605336,帅丰电器,shuaifengdianqi,sfdq
6393,688330,sh688330,宏力达,honglida,hld
6394,605338,sh605338,巴比食品,babishipin,bbsp
6396,003011,sz003011,海象新材,haixiangxincai,hxxc
6397,300999,sz300999,金龙鱼,jinlongyu,jly
6399,688386,sh688386,泛亚微透,fanyaweitou,fywt
6400,605058,sh605058,澳弘电子,aohongdianzi,ahdz
6401,601568,sh601568,北元集团,beiyuanjituan,byjt
6402,300898,sz300898,熊猫乳品,xiongmaorupin,xmrp
6403,003012,sz003012,东鹏控股,dongpengkonggu,dpkg
6404,300899,sz300899,上海凯鑫,shanghaikaixin,shkx
6405,688788,sh688788,科思科技,kesikeji,kskj
6406,003015,sz003015,日久光电,rijiuguangdian,rjgd
6407,003013,sz003013,地铁设计,ditiesheji,dtsj
6412,688179,sh688179,阿拉丁,alading,ald
6413,688129,sh688129,东来技术,donglaijishu,dljs
6414,300901,sz300901,中胤时尚,zhongyinshishang,zyss
6415,300900,sz300900,广联航空,guanglianhangkong,glhk
6416,688133,sh688133,泰坦科技,taitankeji,ttkj
6417,300902,sz300902,国安达,guoanda,gad
6418,689009,sh689009,九号公司,jiuhaogongsi,jhgs
6419,688221,sh688221,前沿生物,qianyanshengwu,qysw
6420,003016,sz003016,欣贺股份,xinhegufen,xhgf
6428,605169,sh605169,洪通燃气,hongtongranqi,htrq
6429,601995,sh601995,中金公司,zhongjingongsi,zjgs
6430,003017,sz003017,大洋生物,dayangshengwu,dysw
6435,300903,sz300903,科翔股份,kexianggufen,kxgf
6436,688529,sh688529,豪森股份,haosengufen,hsgf
6437,605007,sh605007,五洲特纸,wuzhoutezhi,wztz
6438,003018,sz003018,金富科技,jinfukeji,jfkj
6439,300905,sz300905,宝丽迪,baolidi,bld
6442,688135,sh688135,利扬芯片,liyangxinpian,lyxp
6443,688688,sh688688,蚂蚁集团,mayijituan,myjt
6444,688160,sh688160,步科股份,bukegufen,bkgf
6445,688057,sh688057,金达莱,jindalai,jdl
6446,300906,sz300906,日月明,riyueming,rym
6450,300884,sz300884,狄耐克,dinaike,dnk
6451,003019,sz003019,宸展光电,chenzhanguangdian,czgd
6452,688219,sh688219,会通股份,huitonggufen,htgf
6453,605266,sh605266,健之佳,jianzhijia,jzj
6455,300908,sz300908,仲景食品,zhongjingshipin,zjsp
6456,300909,sz300909,汇创达,huichuangda,hcd
6457,300907,sz300907,康平科技,kangpingkeji,kpkj
6461,003020,sz003020,立方制药,lifangzhiyao,lfzy
6462,688777,sh688777,中控技术,zhongkongjishu,zkjs
6463,605068,sh605068,明新旭腾,mingxinxuteng,mxxt
6465,605177,sh605177,东亚药业,dongyayaoye,dyyy
6468,300910,sz300910,瑞丰新材,ruifengxincai,rfxc
6469,003004,sz003004,声迅股份,shengxungufen,sxgf
6470,688578,sh688578,艾力斯,ailisi,als
6471,605258,sh605258,协和电子,xiehedianzi,xhdz
6472,300911,sz300911,亿田智能,yitianzhineng,ytzn
6474,688557,sh688557,兰剑智能,lanjianzhineng,ljzn
6475,300912,sz300912,凯龙高科,kailonggaoke,klgk
6476,688590,sh688590,新致软件,xinzhiruanjian,xzrj
6477,003022,sz003022,联泓新科,lianhongxinke,lhxk
6478,601686,sh601686,友发集团,youfajituan,yfjt
6479,003021,sz003021,兆威机电,zhaoweijidian,zwjd
6480,605376,sh605376,博迁新材,boqianxincai,bqxc
6481,605183,sh605183,确成股份,quechenggufen,qcgf
6482,300913,sz300913,兆龙互连,zhaolonghulian,zlhl
6483,300916,sz300916,朗特智能,langtezhineng,ltzn
6484,300915,sz300915,海融科技,hairongkeji,hrkj
6489,688571,sh688571,杭华股份,hanghuagufen,hhgf
6492,688308,sh688308,欧科亿,oukeyi,oky
6493,688136,sh688136,科兴制药,kexingzhiyao,kxzy
6494,688608,sh688608,恒玄科技,hengxuankeji,hxkj
6495,688510,sh688510,航亚科技,hangyakeji,hykj
6496,605299,sh605299,舒华体育,shuhuatiyu,shty
6497,605151,sh605151,西上海,xishanghai,xsh
6498,003025,sz003025,思进智能,sijinzhineng,sjzn
6499,003023,sz003023,彩虹集团,caihongjituan,chjt
6500,688699,sh688699,明微电子,mingweidianzi,mwdz
6501,003027,sz003027,同兴环保,tongxinghuanbao,txhb
6502,688668,sh688668,鼎通科技,dingtongkeji,dtkj
6503,605500,sh605500,森林包装,senlinbaozhuang,slbz
6504,003026,sz003026,中晶科技,zhongjingkeji,zjkj
6505,300918,sz300918,南山智尚,nanshanzhishang,nszs
6506,605186,sh605186,健麾信息,jianhuixinxi,jhxx
6507,300917,sz300917,特发服务,tefafuwu,tffw
6508,688678,sh688678,福立旺,fuliwang,flw
6509,300919,sz300919,中伟股份,zhongweigufen,zwgf
6511,688679,sh688679,通源环境,tongyuanhuanjing,tyhj
6512,688658,sh688658,悦康药业,yuekangyaoye,ykyy
6513,688560,sh688560,明冠新材,mingguanxincai,mgxc
6515,605179,sh605179,一鸣食品,yimingshipin,ymsp
6516,300922,sz300922,天秦装备,tianqinzhuangbei,tqzb
6517,300920,sz300920,润阳科技,runyangkeji,rykj
6518,003029,sz003029,吉大正元,jidazhengyuan,jdzy
6519,003028,sz003028,振邦智能,zhenbangzhineng,zbzn
6520,300921,sz300921,南凌科技,nanlingkeji,nlkj
6521,300923,sz300923,研奥股份,yanaogufen,yagf
6523,688698,sh688698,伟创电气,weichuangdianqi,wcdq
6524,688063,sh688063,派能科技,painengkeji,pnkj
6525,605377,sh605377,华旺科技,huawangkeji,hwkj
6526,300925,sz300925,法本信息,fabenxinxi,fbxx
6529,688618,sh688618,三旺通信,sanwangtongxin,swtx
6534,688686,sh688686,奥普特,aopute,apt
6535,300894,sz300894,火星人,huoxingren,hxr
6536,605277,sh605277,新亚电子,xinyadianzi,xydz
6537,003030,sz003030,祖名股份,zuminggufen,zmgf
6538,003031,sz003031,中瓷电子,zhongcidianzi,zcdz
6539,605155,sh605155,西大门,xidamen,xdm
6540,300927,sz300927,江天化学,jiangtianhuaxue,jthx
6541,300926,sz300926,博俊科技,bojunkeji,bjkj
6543,688617,sh688617,惠泰医疗,huitaiyiliao,htyl
6548,601963,sh601963,重庆银行,chongqingyinhang,cqyh
6549,300928,sz300928,华安鑫创,huaanxinchuang,haxc
6550,003032,sz003032,传智教育,chuanzhijiaoyu,czjy
6551,003033,sz003033,征和工业,zhenghegongye,zhgy
6552,688656,sh688656,浩欧博,haooubo,hob
6554,688819,sh688819,天能股份,tiannenggufen,tngf
6556,688317,sh688317,之江生物,zhijiangshengwu,zjsw
6557,605228,sh605228,神通科技,shentongkeji,stkj
6558,300929,sz300929,华骐环保,huaqihuanbao,hqhb
6559,003035,sz003035,南网能源,nanwangnengyuan,nwny
6560,605005,sh605005,合兴股份,hexinggufen,hxgf
6563,300931,sz300931,通用电梯,tongyongdianti,tydt
6564,300930,sz300930,屹通新材,yitongxincai,ytxc
6568,688689,sh688689,银河微电,yinheweidian,yhwd
6569,688680,sh688680,海优新材,haiyouxincai,hyxc
6570,688669,sh688669,聚石化学,jushihuaxue,jshx
6571,300932,sz300932,三友联众,sanyoulianzhong,sylz
6572,300933,sz300933,中辰股份,zhongchengufen,zcgf
6573,300935,sz300935,盈建科,yingjianke,yjk
6574,605398,sh605398,新炬网络,xinjuwangluo,xjwl
6577,300937,sz300937,药易购,yaoyigou,yyg
6578,300936,sz300936,中英科技,zhongyingkeji,zykj
6579,688350,sh688350,富淼科技,fumiaokeji,fmkj
6580,003036,sz003036,泰坦股份,taitangufen,ttgf
6581,688628,sh688628,优利德,youlide,yld
6582,605368,sh605368,蓝天燃气,lantianranqi,ltrq
6583,605055,sh605055,迎丰股份,yingfenggufen,yfgf
